sample_index,position,ground_truth_log1p_signal,pred_standard,pred_qlayer
4210,47,0.0,-0.7424237132072449,0.30280783772468567
4210,48,0.0,0.19967886805534363,0.18518522381782532
4210,49,0.0,0.22978109121322632,0.13303592801094055
4210,50,0.0,-0.5085806250572205,-0.20754119753837585
4210,51,0.0,-1.6778335571289062,-0.1645309031009674
4210,52,0.0,-2.5450620651245117,-0.1851198375225067
4210,53,0.0,-1.857133388519287,-0.3174656331539154
4210,54,0.0,-2.0210888385772705,-0.3172003924846649
4210,55,0.0,-1.7462056875228882,-0.3271525800228119
4210,56,0.0,-2.190406322479248,-0.2636885344982147
4210,57,0.0,-1.5252031087875366,-0.1355479657649994
4210,58,0.0,-0.6698065996170044,0.2852462828159332
4210,59,0.0,-0.04239489138126373,0.6801451444625854
4210,60,0.0,0.6219306588172913,0.6722384691238403
4210,61,0.0,0.4124758839607239,-0.09137138724327087
4210,62,0.0,-1.031258225440979,-0.10607680678367615
4210,63,0.0,-1.0131875276565552,-0.13319131731987
4210,64,0.0,-0.5768216252326965,-0.21927842497825623
4210,65,0.0,-1.7303376197814941,-0.256074994802475
4210,66,0.0,-1.6444824934005737,-0.22791120409965515
4210,67,0.0,-0.8306989073753357,-0.2967083156108856
4210,68,0.0,-1.9720872640609741,-0.31556519865989685
4210,69,0.0,-2.0318024158477783,-0.27559694647789
4210,70,0.0,-1.5440454483032227,-0.1772436797618866
4210,71,0.0,-0.9904775619506836,-0.22040364146232605
4210,72,0.0,-0.9529857635498047,-0.15482601523399353
4210,73,0.0,-0.7457914352416992,-0.19668349623680115
4210,74,0.0,-1.9690603017807007,-0.2655816376209259
4210,75,0.0,-1.8506171703338623,-0.2673753499984741
4210,76,0.0,-1.367287516593933,-0.34533390402793884
4210,77,0.0,-2.4381706714630127,-0.3549816310405731
4210,78,0.0,-1.8615756034851074,-0.255802720785141
4210,79,0.0,-1.8729232549667358,-0.24210315942764282
4210,80,0.0,-1.400801658630371,-0.3490182161331177
4210,81,0.0,-2.5094943046569824,-0.3331071138381958
4210,82,0.0,-2.29842209815979,-0.38199466466903687
4210,83,0.0,-1.9087817668914795,-0.2451673299074173
4210,84,0.0,-2.5428109169006348,-0.20361943542957306
4210,85,0.0,-1.4763281345367432,-0.21119362115859985
4210,86,0.0,-3.1776633262634277,-0.26846957206726074
4210,87,0.0,-2.170440673828125,-0.18584668636322021
4210,88,0.0,-2.5699520111083984,-0.22158461809158325
4210,89,0.0,-3.227534532546997,-0.19518619775772095
4210,90,0.0,-3.3471546173095703,-0.3172399699687958
4210,91,0.0,-4.086177825927734,-0.30702918767929077
4210,92,0.0,-3.529041051864624,-0.35431286692619324
4210,93,0.0,-3.929105281829834,-0.3163827955722809
4210,94,0.0,-3.8272664546966553,-0.4105306565761566
4210,95,0.0,-4.872982978820801,-0.42176422476768494
4210,96,0.0,-4.778758525848389,-0.36028072237968445
4210,97,0.0,-3.9440760612487793,-0.31588390469551086
4210,98,0.0,-3.755620241165161,-0.3329755663871765
4210,99,0.0,-2.731755018234253,-0.3366715908050537
4210,100,0.0,-2.5065667629241943,-0.21380797028541565
4210,101,0.0,-2.9833390712738037,0.031239017844200134
4210,102,0.0,-3.641502618789673,-0.14459584653377533
4210,103,0.0,-2.7012064456939697,-0.045332759618759155
4210,104,0.0,-1.2613294124603271,-0.22727757692337036
4210,105,0.0,-0.12172994017601013,0.0947284996509552
4210,106,0.0,-1.0694899559020996,-0.12921521067619324
4210,107,0.0,-2.531917095184326,-0.07435008883476257
4210,108,0.0,-2.438030481338501,0.1411595642566681
4210,109,0.0,-1.8172184228897095,0.014678031206130981
4210,110,0.0,-1.4248158931732178,0.6027998924255371
4210,111,0.0,-0.7882907390594482,1.1364061832427979
4210,112,0.0,-0.4647658169269562,0.38958850502967834
4210,113,0.0,-1.2638777494430542,-0.0055769383907318115
4210,114,0.0,-1.620125651359558,-0.08886656165122986
4210,115,0.0,-1.9800868034362793,-0.18273934721946716
4210,116,0.0,-1.3252203464508057,-0.2692413032054901
4210,117,0.0,-1.4993873834609985,-0.27658018469810486
4210,118,0.0,-2.6243438720703125,-0.20642098784446716
4210,119,0.0,-2.329178810119629,-0.26370200514793396
4210,120,0.0,-2.2600717544555664,-0.24990102648735046
4210,121,0.0,-1.8595465421676636,-0.3013281524181366
4210,122,0.0,-2.0545408725738525,-0.11178752779960632
4210,123,0.0,-1.26409912109375,-0.10028192400932312
4210,124,0.0,-1.6187621355056763,0.1265905201435089
4210,125,0.0,-1.5175143480300903,-0.10597559809684753
4210,126,0.0,-2.0145766735076904,0.02007034420967102
4210,127,0.0,-2.6740775108337402,-0.1593683660030365
4210,128,0.0,-1.6816034317016602,-0.0782218873500824
4210,129,0.0,-1.9916595220565796,-0.08344003558158875
4210,130,0.0,-2.253906726837158,-0.1309485137462616
4210,131,0.0,-1.5970743894577026,-0.10804876685142517
4210,132,0.0,-1.6041055917739868,-0.19766733050346375
4210,133,0.0,-2.3605501651763916,-0.11666616797447205
4210,134,0.0,-2.8796143531799316,-0.18566152453422546
4210,135,0.0,-2.2985949516296387,-0.19788894057273865
4210,136,0.0,-2.1298322677612305,-0.21522685885429382
4210,137,0.0,-2.219510555267334,-0.2654208838939667
4210,138,0.0,-2.146859884262085,-0.3090730607509613
4210,139,0.0,-3.0430595874786377,-0.4004848897457123
4210,140,0.0,-1.443700909614563,-0.3938382565975189
4210,141,0.0,-1.6093642711639404,-0.3058517873287201
4210,142,0.0,-2.264101982116699,-0.37188956141471863
4210,143,0.0,-3.6693296432495117,-0.3744315803050995
4210,144,0.0,-3.050995349884033,-0.38146254420280457
4210,145,0.0,-1.5588676929473877,-0.39719489216804504
4210,146,0.0,-2.757093667984009,-0.38620662689208984
4210,147,0.0,-1.9319851398468018,-0.4082190990447998
4210,148,0.0,-3.248791217803955,-0.3165624141693115
4210,149,0.0,-2.5507822036743164,-0.32638853788375854
4210,150,0.0,-2.4506118297576904,-0.30551740527153015
4210,151,0.0,-2.4914379119873047,-0.40917977690696716
4210,152,0.0,-2.1879003047943115,-0.2703459560871124
4210,153,0.0,-2.254380464553833,-0.29665690660476685
4210,154,0.0,-2.318282127380371,-0.20799866318702698
4210,155,0.0,-3.158611297607422,-0.23510882258415222
4210,156,0.0,-1.4443440437316895,-0.21849794685840607
4210,157,0.0,-1.7018544673919678,-0.2633504867553711
4210,158,0.0,-1.6185517311096191,-0.2367633879184723
4210,159,0.0,-1.8095958232879639,-0.2166515588760376
4210,160,0.0,-3.6006217002868652,-0.2660166025161743
4210,161,0.0,-3.0069949626922607,-0.25977057218551636
4210,162,0.0,-3.8566370010375977,-0.24592503905296326
4210,163,0.0,-3.3049304485321045,-0.25393086671829224
4210,164,0.0,-3.331296443939209,-0.29859939217567444
4210,165,0.0,-4.100183963775635,-0.3101826310157776
4210,166,0.0,-4.8670430183410645,-0.4053625762462616
4210,167,0.0,-5.224401473999023,-0.27425888180732727
4210,168,0.0,-5.288181781768799,-0.14946100115776062
4210,169,0.0,-5.348788261413574,-0.3644450604915619
4210,170,0.0,-4.390412330627441,-0.336690753698349
4210,171,0.0,-4.542742729187012,-0.4736848771572113
4210,172,0.0,-3.6580615043640137,-0.3513583838939667
4210,173,0.0,-3.9571938514709473,-0.21571692824363708
4210,174,0.0,-4.123973846435547,-0.029518693685531616
4210,175,0.0,-4.931785583496094,-0.23146376013755798
4210,176,0.0,-4.423218250274658,-0.23137429356575012
4210,177,0.0,-4.061278343200684,-0.2965131103992462
4210,178,0.0,-3.3616912364959717,-0.40972980856895447
4210,179,0.0,-2.3918230533599854,-0.4290604889392853
4210,180,0.0,-2.287627696990967,-0.45062151551246643
4210,181,0.0,-2.7201271057128906,-0.5989899635314941
4210,182,0.0,-3.3879854679107666,-0.34648236632347107
4210,183,0.0,-3.505833387374878,-0.32870134711265564
4210,184,0.0,-4.074441432952881,-0.5471056699752808
4210,185,0.0,-4.780163764953613,-0.4534686505794525
4210,186,0.0,-6.152048110961914,-0.27752694487571716
4210,187,0.0,-6.655451774597168,-0.4046529233455658
4210,188,0.0,-8.476663589477539,-0.45277151465415955
4210,189,0.0,-9.726964950561523,-0.41152557730674744
4210,190,0.0,-9.577314376831055,-0.5316439867019653
4210,191,0.0,-10.58150863647461,-0.3583162724971771
4210,192,0.0,-8.708545684814453,-0.2975207269191742
4210,193,0.0,-6.765089988708496,-0.2549792230129242
4210,194,0.0,-5.960355281829834,-0.13962635397911072
4210,195,0.0,-3.632066488265991,-0.1148543655872345
4210,196,0.0,-1.6758798360824585,0.07072499394416809
4210,197,0.0,-0.668243944644928,0.7014209032058716
4210,198,0.0,-0.28923773765563965,4.7491021156311035
4210,199,0.0,0.9218005537986755,4.3615593910217285
4210,200,0.0,0.9932387471199036,3.9284439086914062
4210,201,0.0,0.6340827941894531,1.9069823026657104
4210,202,0.0,-0.03617478907108307,1.3225210905075073
4210,203,0.0,-0.37582331895828247,0.0003336966037750244
4210,204,0.0,-0.9719347953796387,-0.40206632018089294
4210,205,0.0,-1.6257171630859375,-0.026220649480819702
4210,206,0.0,-0.8289169669151306,-0.47113916277885437
4210,207,0.0,-2.3020405769348145,-0.565353274345398
4210,208,0.0,-2.2214231491088867,-0.7005964517593384
4210,209,0.0,-2.1785478591918945,-0.5937672853469849
4210,210,0.0,-1.9373397827148438,-0.40476855635643005
4210,211,0.0,-1.6149882078170776,-0.3225642144680023
4210,212,0.0,-1.4400672912597656,-0.4303987920284271
4210,213,0.0,-0.6565952897071838,-0.5172491073608398
4210,214,0.0,-1.4977788925170898,0.2950853407382965
4210,215,0.0,-1.3646950721740723,0.9259265661239624
4210,216,0.0,0.14411503076553345,0.21826961636543274
4210,217,0.0,0.34199345111846924,0.2392125427722931
4210,218,0.0,0.43117716908454895,-0.09577378630638123
4210,219,0.0,-0.18168547749519348,-0.5057932138442993
4210,220,0.0,-1.2059111595153809,0.14996543526649475
4210,221,0.0,-1.482466459274292,-0.12690469622612
4210,222,0.0,-1.4545811414718628,-0.32455316185951233
4210,223,0.0,-1.0209782123565674,-0.522377610206604
4210,224,0.0,-1.8154772520065308,-0.33262327313423157
4210,225,0.0,-1.6352310180664062,-0.29634740948677063
4210,226,0.0,-1.8485260009765625,-0.3649345636367798
4210,227,0.0,-2.2392966747283936,-0.5012781620025635
4210,228,0.0,-2.1602256298065186,-0.42567771673202515
4210,229,0.0,-1.9432806968688965,-0.39651453495025635
4210,230,0.0,-2.8481767177581787,-0.42690062522888184
4210,231,0.0,-2.4834723472595215,-0.5847969651222229
4210,232,0.0,-3.6580588817596436,-0.11091379821300507
4210,233,0.0,-4.091287136077881,-0.19034819304943085
4210,234,0.0,-3.6118195056915283,-0.5014775991439819
4210,235,0.0,-2.74082088470459,-0.41905882954597473
4210,236,0.0,-1.9574283361434937,-0.3517606556415558
4210,237,0.0,-2.751131534576416,0.5639746189117432
4210,238,0.0,-3.778331756591797,0.728486180305481
4210,239,0.0,-3.752009391784668,1.2603799104690552
4210,240,0.0,-3.3699493408203125,-0.321301132440567
4210,241,0.0,-1.7120708227157593,-0.25186172127723694
4210,242,0.0,-1.15341055393219,0.005664199590682983
4210,243,0.0,-0.16284528374671936,0.3865044414997101
4210,244,0.0,-0.9376837015151978,1.8574098348617554
4210,245,0.0,0.08075764030218124,0.9322208166122437
4210,246,0.0,-0.5303148031234741,0.03964623808860779
4210,247,0.0,-1.5917332172393799,-0.02145370841026306
4210,248,0.0,-1.6198581457138062,0.30353429913520813
4210,249,0.0,-1.04556143283844,0.9130367040634155
4210,250,0.0,-0.512650728225708,0.3400324881076813
4210,251,0.0,-0.25068777799606323,0.6095794439315796
4210,252,0.0,-0.39309918880462646,0.07510939240455627
4210,253,0.0,-0.8784176111221313,-0.12423953413963318
4210,254,0.0,-0.9556692838668823,-0.28543683886528015
4210,255,0.0,-1.4621715545654297,-0.22237274050712585
4210,256,0.0,-1.8951560258865356,-0.11854490637779236
4210,257,0.0,-1.7519476413726807,-0.10902294516563416
4210,258,0.0,-1.3681145906448364,-0.25797221064567566
4210,259,0.0,-2.1851954460144043,-0.2409057319164276
4210,260,0.0,-2.3552680015563965,-0.21177920699119568
4210,261,0.0,-1.5622522830963135,-0.19736680388450623
4210,262,0.0,-1.6424596309661865,-0.31222304701805115
4210,263,0.0,-1.9281377792358398,-0.2717173993587494
4210,264,0.0,-2.1889259815216064,-0.2859896123409271
4210,265,0.0,-2.2082035541534424,-0.3216281831264496
4210,266,0.0,-1.9557383060455322,-0.4234519898891449
4210,267,0.0,-2.2225890159606934,-0.3400540053844452
4210,268,0.0,-1.5295844078063965,-0.09568485617637634
4210,269,0.0,-0.6481729745864868,0.0497763454914093
4210,270,0.0,-0.3139270544052124,-0.23603376746177673
4210,271,0.0,-0.7587512731552124,-0.35584768652915955
4210,272,0.0,-1.5653693675994873,-0.23479780554771423
4210,273,0.0,-0.8292156457901001,0.5404812097549438
4210,274,0.0,0.1547791063785553,0.08703640103340149
4210,275,0.0,-0.1618771255016327,-0.10823789238929749
4210,276,0.0,-0.45116668939590454,-0.279145210981369
4210,277,0.0,-0.9798320531845093,-0.05149126052856445
4210,278,0.0,-0.8453537225723267,-0.043579429388046265
4210,279,0.0,-0.5045996904373169,-0.2883956730365753
4210,280,0.0,-2.1272809505462646,-0.28575941920280457
4210,281,0.0,-2.346975326538086,-0.22265110909938812
4210,282,0.0,-1.6720048189163208,-0.16250988841056824
4210,283,0.0,-0.6979660987854004,-0.10213455557823181
4210,284,0.0,-0.790945827960968,-0.3099273145198822
4210,285,0.0,-0.9880434274673462,-0.3224284052848816
4210,286,0.0,-0.9956963658332825,-0.3180399239063263
4210,287,0.0,-1.6260297298431396,-0.11792033910751343
4210,288,0.0,-1.8751599788665771,-0.21618753671646118
4210,289,0.0,-1.467693567276001,-0.10839168727397919
4210,290,0.0,-1.3758020401000977,-0.14101196825504303
4210,291,0.0,-1.5054150819778442,-0.21915173530578613
4210,292,0.0,-1.0451247692108154,-0.31649017333984375
4210,293,0.0,-2.1069703102111816,-0.25847578048706055
4210,294,0.0,-1.9398787021636963,-0.36595678329467773
4210,295,0.0,-3.014605760574341,-0.20538750290870667
4210,296,0.0,-3.62282657623291,-0.23356223106384277
4210,297,0.0,-3.440328598022461,-0.12910231947898865
4210,298,0.0,-3.9194164276123047,-0.26148319244384766
4210,299,0.0,-3.9943504333496094,-0.3063386082649231
4210,300,0.0,-3.554089307785034,-0.23712220788002014
4210,301,0.0,-2.123610019683838,-0.38457682728767395
4210,302,0.0,-0.6753406524658203,-0.044685229659080505
4210,303,0.0,0.8257074952125549,0.48127761483192444
4210,304,0.0,0.688640296459198,1.1430814266204834
4210,305,0.0,0.45620906352996826,0.1272631585597992
4210,306,0.0,-0.39223021268844604,-0.020677417516708374
4210,307,0.0,-0.9261223077774048,-0.4198865592479706
4210,308,0.0,-0.8513122200965881,-0.20571288466453552
4210,309,0.0,-0.7472233772277832,0.31911394000053406
4210,310,0.0,0.1460043340921402,-0.06684896349906921
4210,311,0.0,-0.29376715421676636,-0.3954887092113495
4210,312,0.0,-0.9343836903572083,-0.2681104838848114
4210,313,0.0,-0.35809794068336487,0.9948756694793701
4210,314,0.0,0.9039937853813171,0.7570708990097046
4210,315,0.0,0.7921212911605835,0.31759288907051086
4210,316,0.0,0.46132296323776245,-0.06729432940483093
4210,317,0.6931471824645996,0.5996086597442627,1.3740609884262085
4210,318,0.6931471824645996,1.1662781238555908,1.9362636804580688
4210,319,0.6931471824645996,1.6417012214660645,2.208686113357544
4210,320,4.394449234008789,2.127366065979004,3.1161270141601562
4210,321,1.0986123085021973,2.023983955383301,0.7263953685760498
4210,322,0.6931471824645996,0.9055132865905762,1.227677822113037
4210,323,1.0986123085021973,1.4074511528015137,-0.07471498847007751
4210,324,1.3862943649291992,0.0375090092420578,0.06840303540229797
4210,325,0.6931471824645996,0.4678618013858795,0.28623345494270325
4210,326,0.6931471824645996,0.155924454331398,0.22910252213478088
4210,327,1.0986123085021973,-0.08254478871822357,-0.2022627294063568
4210,328,0.0,-0.7815055847167969,-0.1904744803905487
4210,329,1.0986123085021973,-1.318884015083313,0.18942990899085999
4210,330,1.6094379425048828,-0.06566236913204193,0.166130930185318
4210,331,0.0,0.11304131895303726,-0.2584720551967621
4210,332,0.0,-0.7660422325134277,-0.26729974150657654
4210,333,0.0,-1.3417954444885254,-0.41452357172966003
4210,334,0.0,-1.554756760597229,-0.31397542357444763
4210,335,0.0,-0.8122008442878723,-0.32179126143455505
4210,336,0.0,-1.0777442455291748,-0.1444079577922821
4210,337,0.0,-1.2540632486343384,0.004304677248001099
4210,338,0.0,-2.248656749725342,1.0219463109970093
4210,339,0.0,-2.5450620651245117,2.0119469165802
4210,340,0.0,-2.227825403213501,1.6076509952545166
4210,341,0.0,-2.181947946548462,0.17738035321235657
4210,342,0.6931471824645996,-1.444115400314331,-0.09289297461509705
4210,343,1.3862943649291992,-0.5517549514770508,0.27817967534065247
4210,344,2.079441547393799,-0.11602726578712463,0.9431086778640747
4210,345,2.397895336151123,-0.09022258222103119,1.4296354055404663
4210,346,1.945910096168518,0.23042365908622742,2.1936404705047607
4210,347,1.7917594909667969,0.9245965480804443,0.4567859470844269
4210,348,1.0986123085021973,0.016597360372543335,-0.079932302236557
4210,349,1.3862943649291992,-0.25309455394744873,-0.010637015104293823
4210,350,2.3025851249694824,-0.03609630465507507,1.0787431001663208
4210,351,2.397895336151123,0.6596213579177856,1.2068392038345337
4210,352,7.320527076721191,0.7867480516433716,2.472541093826294
4210,353,4.543294906616211,1.0159375667572021,0.22744408249855042
4210,354,4.110873699188232,-0.26476356387138367,0.08508911728858948
4210,355,4.595119953155518,-0.3769221603870392,0.24262681603431702
4210,356,4.158883094787598,0.09105680137872696,0.06468084454536438
4210,357,5.081404209136963,-0.28968361020088196,0.12081149220466614
4210,358,5.288267135620117,-0.2377670556306839,0.2680063545703888
4210,359,4.718498706817627,-0.19998802244663239,0.07075944542884827
4210,360,6.951772212982178,-0.41089391708374023,0.6526399850845337
4210,361,5.141663551330566,0.9498448371887207,-0.16821059584617615
4210,362,5.48479700088501,-1.0863560438156128,-0.2699352204799652
4210,363,5.683579921722412,-0.11450660973787308,0.08539953827857971
4210,364,4.9628448486328125,0.1986197680234909,-0.024461358785629272
4210,365,4.290459632873535,0.31251561641693115,-0.06119975447654724
4210,366,5.2257466316223145,-0.18576809763908386,0.2115040123462677
4210,367,7.057898044586182,0.3900597095489502,0.3106626570224762
4210,368,7.528869152069092,0.2425222247838974,0.4899267256259918
4210,369,5.7104268074035645,0.8527707457542419,0.3644024431705475
4210,370,6.8189239501953125,0.9484657049179077,1.0737735033035278
4210,371,6.419994831085205,1.6107286214828491,2.2266693115234375
4210,372,7.400009632110596,1.9792594909667969,3.0799174308776855
4210,373,6.2461066246032715,2.455158233642578,0.26040318608283997
4210,374,5.257495403289795,0.9992853403091431,0.013390570878982544
4210,375,4.110873699188232,-0.13945823907852173,-0.0052123963832855225
4210,376,5.323009967803955,0.44255322217941284,0.7960547208786011
4210,377,5.407171726226807,1.2200368642807007,1.7012035846710205
4210,378,5.017279624938965,1.4188164472579956,0.01660516858100891
4210,379,4.532599449157715,0.1256987452507019,-0.19455084204673767
4210,380,3.5553481578826904,-0.04613379389047623,-0.24720975756645203
4210,381,4.2626800537109375,-0.8437300324440002,-0.25255975127220154
4210,382,4.553876876831055,-0.6158488988876343,-0.24267050623893738
4210,383,2.079441547393799,-0.6122723817825317,-0.11885485053062439
4210,384,2.944438934326172,-0.3242608904838562,0.43167033791542053
4210,385,3.1354942321777344,0.6391117572784424,-0.006641000509262085
4210,386,1.0986123085021973,-0.05153382569551468,-0.045233577489852905
4210,387,0.0,0.2359207570552826,-0.1966153085231781
4210,388,0.0,-1.0488297939300537,-0.27028772234916687
4210,389,1.6094379425048828,0.0448572039604187,-0.3212943971157074
4210,390,1.0986123085021973,0.002905644476413727,-0.25519487261772156
4210,391,0.0,-0.6827564835548401,-0.09573909640312195
4210,392,2.079441547393799,-1.0759683847427368,0.2753163278102875
4210,393,0.0,0.6754636764526367,-0.006625622510910034
4210,394,0.0,-0.24750302731990814,0.087683767080307
4210,395,0.0,-0.04686499387025833,-0.10131034255027771
4210,396,0.0,-0.8131352066993713,0.19999197125434875
4210,397,0.0,-1.3174376487731934,0.9466941356658936
4210,398,0.0,0.05820164084434509,0.3159829080104828
4210,399,0.0,-1.1808812618255615,0.15619835257530212
4210,400,0.0,-0.27627748250961304,0.10553362965583801
4210,401,0.0,-0.6460624933242798,0.26855888962745667
4210,402,0.0,-0.9224875569343567,-0.29019680619239807
4210,403,0.0,-1.106452226638794,-0.1778564155101776
4210,404,0.0,-0.6886413097381592,0.1346167027950287
4210,405,0.0,0.3973696231842041,0.24652144312858582
4210,406,0.0,0.9949232935905457,-0.12434929609298706
4210,407,0.0,0.8789646029472351,-0.19736534357070923
4210,408,0.0,0.24986180663108826,-0.26765763759613037
4210,409,0.0,-0.17688217759132385,-0.24403905868530273
4210,410,0.0,-0.36621910333633423,-0.29914391040802
4210,411,0.0,-0.9703137278556824,-0.3425619602203369
4210,412,0.0,-1.5919945240020752,-0.17750388383865356
4210,413,0.0,-1.8588734865188599,-0.2132633626461029
4210,414,0.0,-1.6512608528137207,-0.36141082644462585
4210,415,0.0,-1.9323595762252808,-0.2862343490123749
4210,416,0.0,-3.0045006275177,-0.20982983708381653
4210,417,0.0,-2.6897552013397217,-0.47870466113090515
4210,418,0.0,-3.464252471923828,-0.5745197534561157
4210,419,0.0,-4.840191841125488,-0.3253086507320404
4210,420,0.0,-5.835238933563232,-0.4618757665157318
4210,421,0.0,-6.650940418243408,-0.31088826060295105
4210,422,0.0,-4.40882682800293,-0.5444451570510864
4210,423,0.0,-3.8401432037353516,-0.22435075044631958
4210,424,0.0,-3.9465081691741943,-0.36114463210105896
4210,425,0.0,-2.8755152225494385,-0.1890237182378769
4210,426,0.0,-2.347822666168213,-0.07466539740562439
4210,427,0.0,-1.0840798616409302,-0.2185601145029068
4210,428,0.0,-1.0900366306304932,0.7659337520599365
4210,429,0.0,-1.6223337650299072,0.753588080406189
4210,430,0.0,-1.4476617574691772,0.15454500913619995
4210,431,0.0,-0.8084967732429504,-0.24003323912620544
4210,432,0.0,-0.18887092173099518,-0.5505950450897217
4210,433,0.0,-0.42434418201446533,-0.32677674293518066
4210,434,0.0,-2.1325464248657227,-0.3120737373828888
4210,435,0.0,-2.178506374359131,-0.568322479724884
4210,436,0.0,-2.5981390476226807,-0.50594162940979
4210,437,0.0,-2.5759694576263428,-0.523045003414154
4210,438,0.0,-2.769150972366333,-0.673393726348877
4210,439,0.0,-3.2795355319976807,-0.5942599773406982
4210,440,0.0,-3.3532299995422363,-0.40652990341186523
4210,441,0.0,-2.5473523139953613,-0.1470056027173996
4210,442,0.0,-1.5063310861587524,-0.07987543940544128
4210,443,0.0,0.3347912132740021,0.8783519268035889
4210,444,0.0,0.33441686630249023,2.4070236682891846
4210,445,0.0,0.2949935495853424,1.2511874437332153
4210,446,0.0,-0.06338880956172943,0.7666419744491577
4210,447,0.0,-0.2335861772298813,-0.0954192578792572
4210,448,0.0,-1.302150845527649,-0.19224819540977478
4210,449,0.0,-1.6300137042999268,-0.11401662230491638
4210,450,0.0,-1.7382755279541016,-0.08819100260734558
4210,451,0.0,-1.8482083082199097,-0.1389131247997284
4210,452,0.0,-0.7983475923538208,-0.18409153819084167
4210,453,0.0,-2.145930051803589,-0.23330852389335632
4210,454,0.0,-2.432849884033203,-0.17670676112174988
4210,455,0.0,-2.6507787704467773,-0.40715596079826355
4210,456,0.0,-2.284940481185913,-0.3591676652431488
4210,457,0.0,-2.137619972229004,-0.2186807096004486
4210,458,0.0,-2.3848674297332764,-0.23774942755699158
4210,459,0.0,-2.074557065963745,-0.2701435983181
4210,460,0.0,-1.0492247343063354,-0.17809054255485535
4210,461,0.0,-0.8374333381652832,-0.14624235033988953
4210,462,0.0,-1.4714226722717285,-0.19774684309959412
4210,463,0.0,-1.5533077716827393,-0.20342108607292175
4210,464,0.0,-1.5391179323196411,-0.05794689059257507
4210,465,0.0,-1.4226040840148926,-0.30468830466270447
4210,466,0.0,-2.0609140396118164,-0.17749115824699402
4210,467,0.0,-1.4647290706634521,-0.2615538537502289
4210,468,0.0,-1.5737870931625366,-0.16988906264305115
4210,469,0.0,-1.4873448610305786,-0.25166675448417664
4210,470,0.0,-2.0311901569366455,-0.24727961421012878
4210,471,0.0,-1.732165813446045,-0.29318758845329285
4210,472,0.0,-1.5750529766082764,-0.22782763838768005
4210,473,0.0,-2.143354654312134,-0.2002536952495575
4210,474,0.0,-2.2056663036346436,-0.16633877158164978
4210,475,0.0,-3.1504228115081787,-0.2799137532711029
4210,476,0.0,-2.5366480350494385,-0.27420005202293396
4210,477,0.0,-1.7911367416381836,-0.4232824742794037
4210,478,0.0,-1.4080464839935303,-0.1788865029811859
4210,479,0.0,-1.4102119207382202,-0.19487640261650085
4210,480,0.0,-3.3092222213745117,-0.16486582159996033
4210,481,0.0,-2.8803842067718506,-0.3356752097606659
